"","mean_expression.gene","mean_expression.epoch","mean_expression.mean_expression"
"Smoc11","Smoc1","epoch2",-0.0218761965632439
"Acot11","Acot1","epoch2",-0.384223560678462
"Esrrb1","Esrrb","epoch2",-0.154377557337284
"Chga1","Chga","epoch2",-0.0738131692012151
"Eml11","Eml1","epoch2",-0.266504097481569
"Dlk11","Dlk1","epoch2",0.228971096873283
"Adssl11","Adssl1","epoch2",0.723113603889942
"Crip21","Crip2","epoch2",-0.556496358228227
"Crip11","Crip1","epoch2",-0.455878210750719
"Pfkp1","Pfkp","epoch2",-0.25156120856603
"Zmynd111","Zmynd11","epoch2",0.0384773127734661
"Hist1h1b1","Hist1h1b","epoch2",-0.107072602794506
"Hist1h1e1","Hist1h1e","epoch2",0.0161693717663487
"Sox41","Sox4","epoch2",0.429968164737026
"Serpinb6a1","Serpinb6a","epoch2",-0.0948086210216085
"Atxn11","Atxn1","epoch2",-0.184537276625633
"Card191","Card19","epoch2",-0.430696534380938
"Ror21","Ror2","epoch2",0.0505981216828028
"Cltb1","Cltb","epoch2",-0.252020917584499
"Dbn11","Dbn1","epoch2",-0.0507822670663397
"H2afy1","H2afy","epoch2",0.0983973394458493
"Gas11","Gas1","epoch2",0.9131005130553
"Ctsl1","Ctsl","epoch2",0.227034035138786
"Eprn1","Eprn","epoch2",0.0284953773021698
"Rhobtb31","Rhobtb3","epoch2",-0.000322924461215734
"Nr2f11","Nr2f1","epoch2",-0.307030975818634
"Vcan1","Vcan","epoch2",0.479985136290391
"F2rl11","F2rl1","epoch2",-0.225489125773311
"F2r1","F2r","epoch2",-0.0167011057337125
"Hexb1","Hexb","epoch2",-0.500183441893508
"Map1b1","Map1b","epoch2",-0.782569508145874
"Ccnb11","Ccnb1","epoch2",-0.108975630253553
"Erbin1","Erbin","epoch2",-0.128986410299937
"Isl11","Isl1","epoch2",0.186806644747655
"Klf61","Klf6","epoch2",-0.31362988014395
"Gli31","Gli3","epoch2",-0.167084326346715
"Hist1h2bc1","Hist1h2bc","epoch2",-0.186117495099703
"Foxq11","Foxq1","epoch2",-0.14809592962265
"Foxc11","Foxc1","epoch2",1.40736596882343
"Serpinb9b1","Serpinb9b","epoch2",-0.0795187443494797
"Dsp1","Dsp","epoch2",0.350867721935113
"Jarid21","Jarid2","epoch2",-0.334486504791615
"Rbm241","Rbm24","epoch2",0.462534066041311
"Cks21","Cks2","epoch2",0.00905164327123202
"Gadd45g1","Gadd45g","epoch2",-0.249876862267653
"Cplx21","Cplx2","epoch2",0.0239898602167765
"Dapk11","Dapk1","epoch2",0.395095011095206
"Glrx1","Glrx","epoch2",-0.289843615889549
"Ssbp21","Ssbp2","epoch2",-0.42959098238498
"Serinc51","Serinc5","epoch2",-0.291906107962132
"Mtx31","Mtx3","epoch2",0.059937247633934
"Lncenc11","Lncenc1","epoch2",-0.2870322826008
"Foxd11","Foxd1","epoch2",-0.267598814268907
"Serf11","Serf1","epoch2",-0.0320778078710039
"Elovl71","Elovl7","epoch2",-0.132876030107339
"Plk21","Plk2","epoch2",-0.0499632996196548
"Ccno1","Ccno","epoch2",-0.171812754372756
"Emb1","Emb","epoch2",-0.178897132961235
"Fgf101","Fgf10","epoch2",2.15692279785871
"Zfp5031","Zfp503","epoch2",-0.37531010483702
"Fam25c1","Fam25c","epoch2",-0.0680273811022441
"2610528A11Rik1","2610528A11Rik","epoch2",0.0167688763389985
"Fam213a1","Fam213a","epoch2",-0.0304208140820265
"Otx21","Otx2","epoch2",0.1278521190087
"Ccnb1ip11","Ccnb1ip1","epoch2",-0.0800739094614983
"Ndrg21","Ndrg2","epoch2",-0.330755474170049
"Slc7a71","Slc7a7","epoch2",-0.537708816428979
"Slc7a81","Slc7a8","epoch2",-0.113433833916982
"Phf11d1","Phf11d","epoch2",-0.208479669193427
"Tnfrsf191","Tnfrsf19","epoch2",0.181047909442956
"Gata41","Gata4","epoch2",0.962213294456402
"Tdh1","Tdh","epoch2",-0.466933407634497
"Fzd31","Fzd3","epoch2",-0.0918134109543947
"Esco21","Esco2","epoch2",-0.0839339473284781
"Ephx21","Ephx2","epoch2",-0.345175577203433
"Dpysl21","Dpysl2","epoch2",-0.0880370926422377
"Fgf171","Fgf17","epoch2",0.00241540173689524
"Rgcc1","Rgcc","epoch2",-0.0262535773217678
"Pcdh81","Pcdh8","epoch2",0.174892257650693
"Dach11","Dach1","epoch2",-0.0275390550494194
"Spry21","Spry2","epoch2",-0.324723414859424
"Sox211","Sox21","epoch2",-0.407798545559247
"Zic51","Zic5","epoch2",-0.0562667665071785
"Flnb1","Flnb","epoch2",0.802153148129582
"Top2b1","Top2b","epoch2",-0.0219627844790618
"Nid21","Nid2","epoch2",0.158871914046661
"Kat6b1","Kat6b","epoch2",-0.172694158305724
"Zmiz11","Zmiz1","epoch2",0.151927473706504
"Il17rd1","Il17rd","epoch2",0.00109554128721356
"Wnt5a1","Wnt5a","epoch2",0.434831941127777
"Gdf101","Gdf10","epoch2",-0.156875148415565
"Lgals31","Lgals3","epoch2",-0.202517802516619
"Rnase41","Rnase4","epoch2",-0.127049361169338
"Rec81","Rec8","epoch2",-0.0369902754823367
"Rnf171","Rnf17","epoch2",-0.297105644146601
"Clu1","Clu","epoch2",-0.0967528276145458
"Ebf21","Ebf2","epoch2",-0.0177439284821351
"Nefl1","Nefl","epoch2",-0.0585255838930607
"Loxl21","Loxl2","epoch2",-0.228776209056377
"Tnfrsf10b1","Tnfrsf10b","epoch2",-0.106079841653506
"Lpar61","Lpar6","epoch2",-0.311861350744342
"Tsc22d11","Tsc22d1","epoch2",0.344567382506405
"Enox11","Enox1","epoch2",-0.308613072832425
"Klf51","Klf5","epoch2",-0.203451458613078
"Gpc61","Gpc6","epoch2",0.703819796442986
"Mbnl21","Mbnl2","epoch2",-0.238454135258993
"Farp11","Farp1","epoch2",-0.168825835982958
"Dnajc211","Dnajc21","epoch2",-0.535118415299803
"Basp11","Basp1","epoch2",0.476148098210494
"Trio1","Trio","epoch2",-0.325317090253035
"Enpp21","Enpp2","epoch2",-0.363837373256683
"Arc1","Arc","epoch2",-0.130848810573419
"Mfng1","Mfng","epoch2",-0.325412958860397
"Csnk1e1","Csnk1e","epoch2",0.109990235076596
"Cbx71","Cbx7","epoch2",-0.385651586328944
"Phf5a1","Phf5a","epoch2",0.335393074651559
"Pmm11","Pmm1","epoch2",-0.467315694255133
"Cenpm1","Cenpm","epoch2",-0.103756995235259
"Naga1","Naga","epoch2",0.167386329174042
"A4galt1","A4galt","epoch2",-0.147669220964114
"Scube11","Scube1","epoch2",-0.106570761154095
"Plxnb21","Plxnb2","epoch2",-0.265877707054218
"Kif21a1","Kif21a","epoch2",-0.277215872953335
"Yaf21","Yaf2","epoch2",0.283751122063647
"Prickle11","Prickle1","epoch2",0.176640777041515
"Slc38a41","Slc38a4","epoch2",0.75822180857261
"Col2a11","Col2a1","epoch2",-0.425773832760751
"Adcy61","Adcy6","epoch2",-0.104443954924742
"Lima11","Lima1","epoch2",-0.404593066126108
"Smagp1","Smagp","epoch2",-0.478922018967569
"Fignl21","Fignl2","epoch2",-0.0527632988989353
"Itga51","Itga5","epoch2",0.552233883738518
"Ppp1r1a1","Ppp1r1a","epoch2",0.382041813308994
"Oxct11","Oxct1","epoch2",0.350867895347377
"Myo101","Myo10","epoch2",-0.437368032615632
"Laptm4b1","Laptm4b","epoch2",1.20350039700667
"Aard1","Aard","epoch2",0.0428297678629557
"Col14a11","Col14a1","epoch2",-0.147400513291359
"Ptp4a31","Ptp4a3","epoch2",-0.328697862235519
"Zfp411","Zfp41","epoch2",-0.150635128716628
"Grina1","Grina","epoch2",-0.146420390089042
"Lgals11","Lgals1","epoch2",-0.202757661230862
"H1f01","H1f0","epoch2",0.120444898221952
"Syngr11","Syngr1","epoch2",-0.303567919631799
"1700029P11Rik1","1700029P11Rik","epoch2",-0.040850368142128
"Sept31","Sept3","epoch2",-0.349732107917468
"Pim31","Pim3","epoch2",0.0449155416029195
"Pdzrn41","Pdzrn4","epoch2",-0.155864697694778
"Tuba1c1","Tuba1c","epoch2",0.14962217224141
"Acvr1b1","Acvr1b","epoch2",-0.0946156124273936
"Grasp1","Grasp","epoch2",-0.032447761297226
"Krt71","Krt7","epoch2",-0.235792019466559
"Hoxc131","Hoxc13","epoch2",-0.160837382078171
"Hoxc101","Hoxc10","epoch2",-0.151566550135612
"Hoxc91","Hoxc9","epoch2",-0.219521179795265
"Hoxc41","Hoxc4","epoch2",-0.371662050485611
"Ranbp11","Ranbp1","epoch2",0.198230733745731
"2510009E07Rik1","2510009E07Rik","epoch2",-0.0899346403777599
"Liph1","Liph","epoch2",-0.177175795038541
"Igf2bp21","Igf2bp2","epoch2",0.0176891867575857
"Etv51","Etv5","epoch2",-0.22405422104833
"P3h21","P3h2","epoch2",0.621284271279971
"Apod1","Apod","epoch2",0.0668376843134562
"Fam162a1","Fam162a","epoch2",0.0168090712356692
"Pla1a1","Pla1a","epoch2",-0.253543469309807
"Boc1","Boc","epoch2",-0.227060427268346
"Dzip31","Dzip3","epoch2",0.0368208958146473
"Bbx1","Bbx","epoch2",-0.253704847364376
"Robo21","Robo2","epoch2",-0.183043092489243
"Nrip11","Nrip1","epoch2",0.106414796411991
"App1","App","epoch2",-0.179497599384437
"2310043M15Rik1","2310043M15Rik","epoch2",0.201813573886951
"Rpl39l1","Rpl39l","epoch2",0.0664097199837367
"Snn1","Snn","epoch2",-0.0974964656867087
"Cebpd1","Cebpd","epoch2",-0.312407308320204
"Cldn51","Cldn5","epoch2",-0.204450249671936
"Lpp1","Lpp","epoch2",0.16834673161308
"Ccdc501","Ccdc50","epoch2",-0.111107724516963
"Hes11","Hes1","epoch2",0.283926432663187
"Heg11","Heg1","epoch2",-0.0748225624362628
"Hspbap11","Hspbap1","epoch2",-0.13110900959
"Fstl11","Fstl1","epoch2",-0.329216532206798
"Dppa41","Dppa4","epoch2",-0.453014802156637
"Dppa21","Dppa2","epoch2",-0.393085864186287
"Morc11","Morc1","epoch2",-0.278009220709403
"Cd471","Cd47","epoch2",0.0900288068689406
"Senp71","Senp7","epoch2",-0.181677807370822
"Pros11","Pros1","epoch2",0.204561674594879
"Robo11","Robo1","epoch2",0.291464062531789
"Jam21","Jam2","epoch2",-0.195991578201453
"Il10rb1","Il10rb","epoch2",-0.0741516038775444
"Cbr31","Cbr3","epoch2",-0.0345931391697377
"Ttc31","Ttc3","epoch2",0.397791260205364
"Ezr1","Ezr","epoch2",-0.977049106483658
"Qk1","Qk","epoch2",0.111722195032053
"Igf2r1","Igf2r","epoch2",0.0702567710385968
"Acat21","Acat2","epoch2",0.00308308228850365
"Dll11","Dll1","epoch2",0.693698713183403
"Tnfrsf12a1","Tnfrsf12a","epoch2",-0.174857805669308
"Ccnf1","Ccnf","epoch2",-0.0959814907362064
"Metrn1","Metrn","epoch2",-0.0753725751924018
"Wfikkn11","Wfikkn1","epoch2",-0.229078274468581
"Dusp11","Dusp1","epoch2",-0.27838362219433
"1700097N02Rik1","1700097N02Rik","epoch2",-0.325953847914934
"Hsf2bp1","Hsf2bp","epoch2",-0.221043168505033
"Zfp8111","Zfp811","epoch2",-0.107064971327782
"Tubb51","Tubb5","epoch2",0.311069158340494
"H2-M51","H2-M5","epoch2",-0.044780429204305
"Slc29a11","Slc29a1","epoch2",-0.164092908008206
"Mymx1","Mymx","epoch2",-0.273635047674179
"Vegfa1","Vegfa","epoch2",-0.0605245118339856
"Ptk71","Ptk7","epoch2",0.302382918012639
"Foxp41","Foxp4","epoch2",0.405766661527256
"Rftn11","Rftn1","epoch2",1.82026341358821
"Dazl1","Dazl","epoch2",-0.203352153301239
"Plin31","Plin3","epoch2",0.0103523983464887
"Rfx21","Rfx2","epoch2",-0.07918997357289
"Efna51","Efna5","epoch2",0.204587917029858
"Tgif11","Tgif1","epoch2",-0.0521329760551453
"Cdc42ep31","Cdc42ep3","epoch2",-0.186263592044512
"Hcfc1r11","Hcfc1r1","epoch2",-0.150397774158046
"Cldn61","Cldn6","epoch2",-0.384632605143512
"Crebrf1","Crebrf","epoch2",-0.052335657676061
"Mapk131","Mapk13","epoch2",-0.422365492582321
"Pim11","Pim1","epoch2",-0.322705074275533
"Dnah81","Dnah8","epoch2",-0.304555252194405
"Abcg11","Abcg1","epoch2",-0.211086777846018
"Myo1f1","Myo1f","epoch2",0.00512887785832087
"Platr171","Platr17","epoch2",-0.300299460813403
"H2-Ab11","H2-Ab1","epoch2",-0.0749351382255554
"Clic11","Clic1","epoch2",0.0184487963483358
"Ddah21","Ddah2","epoch2",0.0343135237693787
"Ddx39b1","Ddx39b","epoch2",0.10998244813333
"Psors1c21","Psors1c2","epoch2",-0.210232357680798
"Dhx161","Dhx16","epoch2",-0.333833296472828
"Zfp571","Zfp57","epoch2",0.218371615807215
"Gm269171","Gm26917","epoch2",-0.197773765648405
"Gm424181","Gm42418","epoch2",-0.323803972732276
"Shd1","Shd","epoch2",-0.208946949243546
"Crb31","Crb3","epoch2",-0.442419419686
"Tnfsf91","Tnfsf9","epoch2",-0.232731903592745
"Lama11","Lama1","epoch2",0.267556850115458
"Epb41l31","Epb41l3","epoch2",0.637328975399335
"Lbh1","Lbh","epoch2",-0.144880783557892
"Pkdcc1","Pkdcc","epoch2",0.355612692298989
"Epas11","Epas1","epoch2",0.0642499546209971
"Rhoq1","Rhoq","epoch2",-0.111591764291128
"Epcam1","Epcam","epoch2",-0.505202088691294
"Msh61","Msh6","epoch2",-0.156244622675392
"Zfp5211","Zfp521","epoch2",-0.0900648002823194
"Cdh21","Cdh2","epoch2",0.423990302160382
"Slc39a61","Slc39a6","epoch2",0.201742828295877
"Celf41","Celf4","epoch2",0.141657240688801
"Nrep1","Nrep","epoch2",-0.33589523298045
"Epb41l4a1","Epb41l4a","epoch2",-0.178301249630749
"Gfra31","Gfra3","epoch2",-0.0482744552195072
"Dnd11","Dnd1","epoch2",-0.11242254426082
"Taf71","Taf7","epoch2",0.0632487074161569
"Dpysl31","Dpysl3","epoch2",-0.123449613029758
"Spink11","Spink1","epoch2",-0.131303861737251
"Ppic1","Ppic","epoch2",0.626134028332065
"Zfp6081","Zfp608","epoch2",0.08406954134504
"Fbn21","Fbn2","epoch2",0.45298494497935
"Cdx11","Cdx1","epoch2",0.496460631986459
"Rnf1651","Rnf165","epoch2",-0.333331804039578
"Setbp11","Setbp1","epoch2",-0.232140906651815
"Tshz11","Tshz1","epoch2",-0.163133272280296
"Bambi1","Bambi","epoch2",0.422421629913151
"Zeb11","Zeb1","epoch2",0.0745126813650131
"Fzd81","Fzd8","epoch2",-0.286302442351977
"Colec121","Colec12","epoch2",0.0932039653261503
"Greb1l1","Greb1l","epoch2",-0.339107728252808
"Gata61","Gata6","epoch2",1.41249764437477
"Asxl31","Asxl3","epoch2",0.468623862663905
"Dtna1","Dtna","epoch2",-0.214362770318985
"Wnt8a1","Wnt8a","epoch2",-0.388969870408376
"Kif20a1","Kif20a","epoch2",-0.0020332308486104
"Cystm11","Cystm1","epoch2",-0.46070922066768
"Slc12a21","Slc12a2","epoch2",-0.0732555584361156
"Pdgfrb1","Pdgfrb","epoch2",0.0512741029262543
"Impa21","Impa2","epoch2",-0.0788964953894416
"Tubb61","Tubb6","epoch2",0.237240162941938
"Tcf41","Tcf4","epoch2",-0.178601222966487
"Smad71","Smad7","epoch2",-0.288249825499952
"Zfp5161","Zfp516","epoch2",0.0257121081153552
"Zadh21","Zadh2","epoch2",-0.0673234060406685
"Cyb5a1","Cyb5a","epoch2",0.000179092244555553
"Fbxo151","Fbxo15","epoch2",-0.21974814987431
"Neat11","Neat1","epoch2",-0.238045347730319
"Gng31","Gng3","epoch2",-0.172268228628673
"Incenp1","Incenp","epoch2",-0.209551355537648
"Pga51","Pga5","epoch2",-0.17010934650898
"Tle41","Tle4","epoch2",-0.370517822851737
"Insl61","Insl6","epoch2",-0.237976957360903
"Gldc1","Gldc","epoch2",-0.178175700611124
"Dkk11","Dkk1","epoch2",1.34080707828204
"Acta21","Acta2","epoch2",0.0659861360987028
"Myof1","Myof","epoch2",0.139655731121699
"Rbp41","Rbp4","epoch2",0.0599836657444636
"Pdlim11","Pdlim1","epoch2",-0.515363407445451
"Slit11","Slit1","epoch2",-0.0800724710027377
"Avpi11","Avpi1","epoch2",-0.0786310364802678
"Cpn11","Cpn1","epoch2",-0.178439512848854
"Scd11","Scd1","epoch2",0.189891437316934
"Fgf81","Fgf8","epoch2",0.910461129372319
"Ablim11","Ablim1","epoch2",0.390264470378558
"Doc2g1","Doc2g","epoch2",0.32313796877861
"Sptbn21","Sptbn2","epoch2",-0.340143740177155
"Rasgrp21","Rasgrp2","epoch2",-0.231389401170115
"2700081O15Rik1","2700081O15Rik","epoch2",0.321070031821728
"Fth11","Fth1","epoch2",-0.136263574690868
"Fads11","Fads1","epoch2",0.0692474742109577
"Tmem21","Tmem2","epoch2",-0.474143396938841
"Klf91","Klf9","epoch2",-0.301144929265244
"Kank11","Kank1","epoch2",-0.00685939987500509
"Dmrt11","Dmrt1","epoch2",-0.217456658432881
"Smarca21","Smarca2","epoch2",-0.064773299296697
"Vldlr1","Vldlr","epoch2",0.429840596020222
"Jak21","Jak2","epoch2",0.0257764682173729
"Kif20b1","Kif20b","epoch2",-0.208451926180472
"Cyp26a11","Cyp26a1","epoch2",2.39934450288614
"Hells1","Hells","epoch2",-0.216960468702018
"Scd21","Scd2","epoch2",0.00721430700893203
"Pax21","Pax2","epoch2",0.0261254553993543
"Sema4g1","Sema4g","epoch2",0.0692374428113302
"Nolc11","Nolc1","epoch2",0.19508628177767
"Ina1","Ina","epoch2",0.0801704780509074
"Mxi11","Mxi1","epoch2",-0.0782630102708936
"Tcf7l21","Tcf7l2","epoch2",-0.00300340118507544
"Celf21","Celf2","epoch2",-0.219443719337384
"Tubb4b1","Tubb4b","epoch2",-0.376934376452118
"Uap1l11","Uap1l1","epoch2",0.0562860256216178
"Ptgds1","Ptgds","epoch2",1.73910743842522
"Notch11","Notch1","epoch2",0.620429443319639
"1700007K13Rik1","1700007K13Rik","epoch2",-0.0996877814332644
"Ier5l1","Ier5l","epoch2",-0.0498849076529344
"Pbx31","Pbx3","epoch2",0.863088964484632
"Dennd1a1","Dennd1a","epoch2",-0.0579896648724874
"Rprm1","Rprm","epoch2",-0.585484134281675
"Baz2b1","Baz2b","epoch2",-0.109500177173565
"Rbms11","Rbms1","epoch2",0.897710078939175
"Fign1","Fign","epoch2",-0.172192815691233
"Stk391","Stk39","epoch2",-0.163361965709676
"Hoxd3os11","Hoxd3os1","epoch2",-0.230956807732582
"Ttn1","Ttn","epoch2",-0.150137642025948
"Frzb1","Frzb","epoch2",2.1584221628805
"Tfpi1","Tfpi","epoch2",0.0441090690592925
"Mdk1","Mdk","epoch2",0.193350577882181
"Fjx11","Fjx1","epoch2",0.306644256475071
"Rcn11","Rcn1","epoch2",0.257391593977809
"Actc11","Actc1","epoch2",0.21206820855538
"Meis21","Meis2","epoch2",0.00316717601381242
"2700033N17Rik1","2700033N17Rik","epoch2",-0.0978790839513143
"Patl21","Patl2","epoch2",-0.220972909778357
"Slc4a111","Slc4a11","epoch2",-0.0323367235561212
"Trib31","Trib3","epoch2",-0.170221382876237
"Plagl21","Plagl2","epoch2",0.106723391016324
"Gtsf1l1","Gtsf1l","epoch2",-0.365071275085211
"Sdc41","Sdc4","epoch2",-0.533979022006194
"Atp9a1","Atp9a","epoch2",-0.334960459669431
"Sall41","Sall4","epoch2",0.0367871541840335
"Aurka1","Aurka","epoch2",0.0303842337957273
"Bmp71","Bmp7","epoch2",1.31010754009088
"Lama51","Lama5","epoch2",-0.0474068191212912
"Tcfl51","Tcfl5","epoch2",0.0506930741248652
"Nkain41","Nkain4","epoch2",-0.272547548512618
"Stmn31","Stmn3","epoch2",-0.354774875318011
"Fam107b1","Fam107b","epoch2",-0.0076222687959671
"Sfmbt21","Sfmbt2","epoch2",-0.0396207809448242
"Vim1","Vim","epoch2",0.432355682117244
"Commd31","Commd3","epoch2",0.112912589699651
"Bmi11","Bmi1","epoch2",-0.103079391519229
"Msrb21","Msrb2","epoch2",-0.191919255753358
"Etl41","Etl4","epoch2",-0.47380367902418
"Nrarp1","Nrarp","epoch2",0.453515363484621
"Col5a11","Col5a1","epoch2",0.223411999146144
"Olfm11","Olfm1","epoch2",0.274887054351469
"Set1","Set","epoch2",0.0237956060562283
"Prrx21","Prrx2","epoch2",0.0592846438288689
"Ass11","Ass1","epoch2",0.0557392517725627
"Ak11","Ak1","epoch2",-0.176821280022462
"Rpl121","Rpl12","epoch2",0.273674275477727
"Angptl21","Angptl2","epoch2",0.0621632357438405
"Acvr2a1","Acvr2a","epoch2",-0.00123523672421773
"Rif11","Rif1","epoch2",-0.338119663173954
"Csrnp31","Csrnp3","epoch2",-0.233820247153441
"Sp51","Sp5","epoch2",1.61117449440062
"Hat11","Hat1","epoch2",-0.150326103096207
"Itga61","Itga6","epoch2",-0.447562572732568
"Pdk11","Pdk1","epoch2",-0.538931021777292
"Hoxd101","Hoxd10","epoch2",-0.275936424732208
"Hoxd91","Hoxd9","epoch2",-0.413726318875949
"Hoxd81","Hoxd8","epoch2",-0.34463776598374
"Hoxd11","Hoxd1","epoch2",0.0868949229518572
"Lrp41","Lrp4","epoch2",-0.188012062509855
"Lmo21","Lmo2","epoch2",0.65071235348781
"Cd59a1","Cd59a","epoch2",0.0721758047739665
"Pax61","Pax6","epoch2",-0.254212809105714
"Mpped21","Mpped2","epoch2",-0.518313188571483
"Spred11","Spred1","epoch2",0.56570265541474
"Spint11","Spint1","epoch2",-0.467230599746108
"Nusap11","Nusap1","epoch2",-0.27427023742348
"Mapkbp11","Mapkbp1","epoch2",-0.133460985124111
"Capn31","Capn3","epoch2",-0.166911661624908
"B2m1","B2m","epoch2",0.109494281544661
"Sema6d1","Sema6d","epoch2",0.327915081381798
"Dut1","Dut","epoch2",-0.157002359487039
"Eid11","Eid1","epoch2",0.0822303594710926
"Slc27a21","Slc27a2","epoch2",-0.422009891768297
"Bmp21","Bmp2","epoch2",0.632693861921628
"Platr31","Platr3","epoch2",-0.19908529073
"Ism11","Ism1","epoch2",-0.0374007602532705
"Insm11","Insm1","epoch2",-0.127754502991835
"Id11","Id1","epoch2",0.000517879084994396
"Cox4i21","Cox4i2","epoch2",0.00892658581336339
"Hck1","Hck","epoch2",0.0133944431940715
"Dnmt3b1","Dnmt3b","epoch2",-0.307801164287745
"1700003F12Rik1","1700003F12Rik","epoch2",0.0134038835763931
"Myl91","Myl9","epoch2",-0.232418602705002
"Nnat1","Nnat","epoch2",-0.0444799577196439
"Top11","Top1","epoch2",0.403758175950497
"Mybl21","Mybl2","epoch2",-0.219427225490411
"Wfdc21","Wfdc2","epoch2",-0.303805304939548
"Cd401","Cd40","epoch2",0.0815837204456329
"Ncoa31","Ncoa3","epoch2",-0.0256945791343848
"Snai11","Snai1","epoch2",2.82931098540624
"Cebpb1","Cebpb","epoch2",0.129853413781772
"Tshz21","Tshz2","epoch2",-0.280579686164856
"Fam210b1","Fam210b","epoch2",-0.152700985471408
"Tfap2c1","Tfap2c","epoch2",-0.200595428670446
"Gnas1","Gnas","epoch2",0.314634971289585
"Edn31","Edn3","epoch2",1.22101076742013
"Slc17a91","Slc17a9","epoch2",-0.134643082569043
"Hey11","Hey1","epoch2",0.1953079611063
"Tpd521","Tpd52","epoch2",-1.09274261457225
"Lrrc341","Lrrc34","epoch2",-0.177146315574646
"Anxa51","Anxa5","epoch2",0.256716614464919
"Ccna21","Ccna2","epoch2",0.163644572161138
"Maml31","Maml3","epoch2",-0.0188456411163012
"Pfn21","Pfn2","epoch2",-0.401158132745574
"Plch11","Plch1","epoch2",-0.412854931751887
"Golim41","Golim4","epoch2",-0.0431621879339218
"Gm267711","Gm26771","epoch2",-0.000348192950089773
"Trim21","Trim2","epoch2",-0.346414139618476
"Fhdc11","Fhdc1","epoch2",-0.132411465545495
"Rab251","Rab25","epoch2",-0.399618749320507
"Fdps1","Fdps","epoch2",-0.205311168606083
"Efna31","Efna3","epoch2",1.91458054383596
"Mllt111","Mllt11","epoch2",-0.150272653003534
"Car141","Car14","epoch2",1.04634407440511
"Plekho11","Plekho1","epoch2",0.0148481549695134
"Mov101","Mov10","epoch2",-0.120596564312776
"Pifo1","Pifo","epoch2",-0.183378949761391
"Csf11","Csf1","epoch2",-0.0610441793998082
"Gstm31","Gstm3","epoch2",-0.252516210079193
"Gstm11","Gstm1","epoch2",-0.454433065711055
"Ptbp21","Ptbp2","epoch2",-0.0752451377765586
"Tet21","Tet2","epoch2",-0.135525989035765
"Lmo41","Lmo4","epoch2",0.098800831536452
"Cyr611","Cyr61","epoch2",-0.350581011672815
"Adgrl21","Adgrl2","epoch2",0.198148529635121
"Nexn1","Nexn","epoch2",-0.199665947755178
"Cth1","Cth","epoch2",0.450228877623643
"Zfhx41","Zfhx4","epoch2",-0.209353384375572
"Stmn21","Stmn2","epoch2",-0.174111697015663
"Fabp51","Fabp5","epoch2",-0.188719373840528
"Car21","Car2","epoch2",0.0935006485631069
"Sox22","Sox2","epoch2",-1.16192848669986
"Spry11","Spry1","epoch2",-0.480722074746154
"Hspa4l1","Hspa4l","epoch2",-0.506467580795288
"Jade11","Jade1","epoch2",-0.649275203266491
"Lhfp1","Lhfp","epoch2",0.685745846231778
"Sohlh21","Sohlh2","epoch2",-0.180178272227446
"Sfrp21","Sfrp2","epoch2",-0.649125441334521
"Crabp21","Crabp2","epoch2",-0.655291925556958
"Nes1","Nes","epoch2",-0.37379025677219
"Mex3a1","Mex3a","epoch2",0.31372080007568
"S100a161","S100a16","epoch2",-0.08288634121418
"S100a61","S100a6","epoch2",-0.16867077825591
"S100a111","S100a11","epoch2",0.426930422079749
"S100a101","S100a10","epoch2",1.17859092516204
"Hormad11","Hormad1","epoch2",-0.0829041982690493
"Txnip1","Txnip","epoch2",-0.40619528372772
"Lix1l1","Lix1l","epoch2",0.0436946238080661
"Slc16a11","Slc16a1","epoch2",0.119093215962251
"Alx31","Alx3","epoch2",-0.127688739200433
"Gstm51","Gstm5","epoch2",0.138462467615803
"Psrc11","Psrc1","epoch2",-0.135033191274852
"Slc25a241","Slc25a24","epoch2",-0.123609924316406
"Frrs11","Frrs1","epoch2",-0.349549369716745
"Gclm1","Gclm","epoch2",-0.657993146621933
"1810037I17Rik1","1810037I17Rik","epoch2",-0.45930277487884
"Prss121","Prss12","epoch2",-0.0040110578139623
"Pitx21","Pitx2","epoch2",0.552900162898004
"Lef11","Lef1","epoch2",0.687059221991027
"Manba1","Manba","epoch2",-0.235260314742724
"Ppp3ca1","Ppp3ca","epoch2",0.26654066327028
"Ddit4l1","Ddit4l","epoch2",-0.43481343658641
"Gm162331","Gm16233","epoch2",-0.354467523594697
"Ddah11","Ddah1","epoch2",-0.512930908550819
"Wls1","Wls","epoch2",-0.0550408517320951
"Plekhf21","Plekhf2","epoch2",-0.336035778497656
"Esrp11","Esrp1","epoch2",-0.332105455050866
"Aqp31","Aqp3","epoch2",-0.0771587615211805
"Enho1","Enho","epoch2",-0.244966940581799
"Igfbpl11","Igfbpl1","epoch2",0.438444681698456
"Klf41","Klf4","epoch2",0.0225975334644318
"Lpar11","Lpar1","epoch2",-0.033905095855395
"Nfib1","Nfib","epoch2",-0.088518384595712
"Cer11","Cer1","epoch2",-0.0548588246107101
"Mllt31","Mllt3","epoch2",-0.392491822891558
"Klhl91","Klhl9","epoch2",-0.0759217788775762
"Cdkn2a1","Cdkn2a","epoch2",-0.120712867379189
"Cdkn2b1","Cdkn2b","epoch2",-0.0362534915407499
"Elavl21","Elavl2","epoch2",-0.349081566821163
"Jun1","Jun","epoch2",-0.156505185809457
"Dmrtb11","Dmrtb1","epoch2",-0.183307543148597
