"","mean_expression.gene","mean_expression.epoch","mean_expression.mean_expression"
"Pea15a2","Pea15a","epoch3",0.371158154843294
"Atp1a22","Atp1a2","epoch3",2.21308014639046
"Mixl12","Mixl1","epoch3",-0.251083481570949
"Enah2","Enah","epoch3",-0.00646412628702819
"Capn22","Capn2","epoch3",0.672971563494724
"Tgfb22","Tgfb2","epoch3",-0.128161477006
"Nenf2","Nenf","epoch3",0.305282716679832
"Terf12","Terf1","epoch3",-0.337437975839155
"Rdh102","Rdh10","epoch3",0.218610387781392
"Dst2","Dst","epoch3",-0.613657180624812
"Cfc12","Cfc1","epoch3",-0.245172038674355
"Inpp4a2","Inpp4a","epoch3",0.42163977674816
"Pou3f32","Pou3f3","epoch3",0.089980358014936
"Col3a12","Col3a1","epoch3",0.495858803715395
"Sgo2a2","Sgo2a","epoch3",-0.346931562799474
"Fzd72","Fzd7","epoch3",1.05293507290923
"Bmpr22","Bmpr2","epoch3",0.460122366314349
"Nrp22","Nrp2","epoch3",0.274931959483935
"Adam232","Adam23","epoch3",-0.329159938770792
"Igfbp22","Igfbp2","epoch3",-1.43731612594717
"Wnt62","Wnt6","epoch3",0.320472749678985
"B3gnt72","B3gnt7","epoch3",-0.50015299346136
"Ptma2","Ptma","epoch3",-0.348969832649859
"Inpp5d2","Inpp5d","epoch3",-0.279754370450974
"Ackr32","Ackr3","epoch3",0.170347959451053
"Tfcp2l12","Tfcp2l1","epoch3",-0.351796925067902
"Ube2t2","Ube2t","epoch3",-0.291412785183638
"Phlda32","Phlda3","epoch3",-0.037335133706422
"Gpa332","Gpa33","epoch3",-0.356673125339591
"Ildr22","Ildr2","epoch3",0.0542498017134874
"Kif26b2","Kif26b","epoch3",1.03232864128507
"Lefty22","Lefty2","epoch3",-0.0553793557312178
"Lefty12","Lefty1","epoch3",-0.545528417372185
"Plxna22","Plxna2","epoch3",1.81190197104993
"Fbxo52","Fbxo5","epoch3",-0.50608234004239
"Abracl2","Abracl","epoch3",0.101947767174114
"Arfgef32","Arfgef3","epoch3",-0.232155948877335
"Myb2","Myb","epoch3",-0.318172331737435
"Enpp32","Enpp3","epoch3",-0.52839748237444
"Arg12","Arg1","epoch3",1.93129169940948
"Rspo32","Rspo3","epoch3",1.77612100735955
"Tpd52l12","Tpd52l1","epoch3",-0.457817042651384
"Gm265642","Gm26564","epoch3",-0.268103331327438
"Marcks2","Marcks","epoch3",0.179079339718041
"Prdm12","Prdm1","epoch3",-0.340665906667709
"Ddit42","Ddit4","epoch3",0.465587542263244
"H2afy22","H2afy2","epoch3",0.68720883463064
"Ddx212","Ddx21","epoch3",-0.153076066817764
"Tet12","Tet1","epoch3",-0.629878877054738
"Arid5b2","Arid5b","epoch3",-0.484298067896262
"Bicc12","Bicc1","epoch3",0.115474847995717
"Gstt22","Gstt2","epoch3",-0.463212722669477
"Col18a12","Col18a1","epoch3",-0.899847948113861
"Gamt2","Gamt","epoch3",0.396460761194644
"Tjp32","Tjp3","epoch3",-0.324182510375977
"Tle62","Tle6","epoch3",-0.191208094358444
"1190007I07Rik2","1190007I07Rik","epoch3",-0.346615454951382
"Nuak12","Nuak1","epoch3",-0.244686209637186
"Ckap42","Ckap4","epoch3",0.252317371494744
"Platr72","Platr7","epoch3",-0.189984738826752
"Gas2l32","Gas2l3","epoch3",-0.178057587017184
"Atxn7l3b2","Atxn7l3b","epoch3",0.266536767498347
"Mdm22","Mdm2","epoch3",-0.260945078815617
"Hmga22","Hmga2","epoch3",1.05781597935635
"Nxph42","Nxph4","epoch3",0.0233923741008924
"Lrp12","Lrp1","epoch3",0.306968929974929
"Pa2g42","Pa2g4","epoch3",-0.188368812162915
"Gdf112","Gdf11","epoch3",0.288631454758022
"Akap122","Akap12","epoch3",-0.566853224299848
"Cited22","Cited2","epoch3",1.13145713034369
"Perp2","Perp","epoch3",-0.629048109054565
"Sgk12","Sgk1","epoch3",-0.59038947376868
"Ctgf2","Ctgf","epoch3",-0.401143342256546
"Samd32","Samd3","epoch3",-0.0495533437832542
"Fyn2","Fyn","epoch3",-0.0795563971218855
"Ppil62","Ppil6","epoch3",0.320493395237819
"Cd24a2","Cd24a","epoch3",0.060532969787069
"Fabp72","Fabp7","epoch3",-0.195981031202752
"P4ha12","P4ha1","epoch3",-0.190035743071981
"Pcbd12","Pcbd1","epoch3",-0.346494651359061
"Nodal2","Nodal","epoch3",-0.561464539273521
"Ppa12","Ppa1","epoch3",-0.280370366192706
"Rhobtb12","Rhobtb1","epoch3",0.618427422383557
"Chchd102","Chchd10","epoch3",-1.07933455057766
"Dnmt3l2","Dnmt3l","epoch3",-0.365723314492599
"Cstb2","Cstb","epoch3",-0.184183357445442
"Bsg2","Bsg","epoch3",-0.0862182524338689
"Prtn32","Prtn3","epoch3",0.231390772306401
"Arid3a2","Arid3a","epoch3",1.0360167629045
"Cnn22","Cnn2","epoch3",-0.540788328153608
"Gpx42","Gpx4","epoch3",-0.331112297575759
"Aes2","Aes","epoch3",-0.700704854214564
"1500009L16Rik2","1500009L16Rik","epoch3",-0.342609439855037
"Timp32","Timp3","epoch3",-0.169705714220586
"Sycp32","Sycp3","epoch3",-0.489113344122534
"Cdk172","Cdk17","epoch3",-0.190973788499832
"Atp2b12","Atp2b1","epoch3",-0.158113722729942
"Poc1b2","Poc1b","epoch3",0.107392715371173
"Dusp62","Dusp6","epoch3",-0.122283519083715
"Kitl2","Kitl","epoch3",0.219703468939532
"Csrp22","Csrp2","epoch3",-0.473281536575245
"Phlda12","Phlda1","epoch3",0.413670493208844
"Lrig32","Lrig3","epoch3",2.03423388626265
"Atp5b2","Atp5b","epoch3",-0.131755909922978
"Cd632","Cd63","epoch3",0.936317682104266
"Myl72","Myl7","epoch3",-0.166345099716083
"Igfbp32","Igfbp3","epoch3",-0.477698184630793
"Ddc2","Ddc","epoch3",-0.206702955391096
"Grb102","Grb10","epoch3",-0.0250988585631485
"Cobl2","Cobl","epoch3",-0.285676362721816
"Meis12","Meis1","epoch3",0.22721912096376
"Fgf182","Fgf18","epoch3",0.513939017186994
"Npm12","Npm1","epoch3",0.582058369748942
"Hmmr2","Hmmr","epoch3",-0.0363358282889037
"Ccng12","Ccng1","epoch3",-0.158832856453955
"Sqstm12","Sqstm1","epoch3",-0.310097471203493
"Rad502","Rad50","epoch3",-0.355685517920748
"Pdlim42","Pdlim4","epoch3",1.80628439395324
"Atox12","Atox1","epoch3",-0.435245504724267
"Fam183b2","Fam183b","epoch3",-0.101550547972969
"Cenpv2","Cenpv","epoch3",-0.340627288202877
"Lrrc75a2","Lrrc75a","epoch3",0.0327381485182306
"Hs3st3b12","Hs3st3b1","epoch3",0.103797435760498
"Chd32","Chd3","epoch3",-0.282011931195207
"Kdm6b2","Kdm6b","epoch3",0.464374616418196
"Efnb32","Efnb3","epoch3",-0.0348726193542066
"Cd682","Cd68","epoch3",-0.239358193200568
"Chrnb12","Chrnb1","epoch3",-0.165587618947029
"Eif5a2","Eif5a","epoch3",-0.0188806539644366
"Pfn12","Pfn1","epoch3",-0.555793456631996
"6330403K07Rik2","6330403K07Rik","epoch3",0.103423913211926
"Smtnl22","Smtnl2","epoch3",-0.281415417142536
"Srr2","Srr","epoch3",-0.00931754643502443
"Serpinf12","Serpinf1","epoch3",-0.145470956745355
"Rflnb2","Rflnb","epoch3",0.0847859654737555
"Lhx12","Lhx1","epoch3",0.38689157301965
"Ypel22","Ypel2","epoch3",-0.185163334012032
"Gdpd12","Gdpd1","epoch3",-0.244943535846213
"Calcoco22","Calcoco2","epoch3",-0.185799434781075
"Hoxb5os2","Hoxb5os","epoch3",0.218380280810854
"Hoxb3os2","Hoxb3os","epoch3",0.737301128066104
"Krt422","Krt42","epoch3",-0.234351292252541
"Hap12","Hap1","epoch3",-0.36747533082962
"Jup2","Jup","epoch3",-0.484609182114187
"Stat5b2","Stat5b","epoch3",0.0382787203011305
"Meox12","Meox1","epoch3",5.05770425692849
"Sost2","Sost","epoch3",-0.0312188390804374
"Limd22","Limd2","epoch3",0.186809268557345
"Pecam12","Pecam1","epoch3",-0.274253964424133
"Cpsf4l2","Cpsf4l","epoch3",-0.323282092809677
"Sdk22","Sdk2","epoch3",0.441544251597446
"Jpt12","Jpt1","epoch3",-0.214268169244346
"Rnf1572","Rnf157","epoch3",0.130661060628684
"Tk12","Tk1","epoch3",0.226622149996136
"Timp22","Timp2","epoch3",-0.0142425959524901
"Tbc1d162","Tbc1d16","epoch3",0.114605135891749
"Notum2","Notum","epoch3",-0.103706523128178
"Dcxr2","Dcxr","epoch3",-0.532764798273211
"Gatsl32","Gatsl3","epoch3",-0.299747493118048
"Ccdc88a2","Ccdc88a","epoch3",0.211429655015388
"Sh3pxd2b2","Sh3pxd2b","epoch3",0.0154602436915688
"Pank32","Pank3","epoch3",0.359770128908365
"4933415A04Rik2","4933415A04Rik","epoch3",0.260668416386065
"Ebf12","Ebf1","epoch3",0.378893933866335
"Gfpt22","Gfpt2","epoch3",-0.294626879951228
"Rnf1302","Rnf130","epoch3",0.417088696814102
"Col23a12","Col23a1","epoch3",1.09669573928999
"Nhp22","Nhp2","epoch3",-0.464870617517432
"9530068E07Rik2","9530068E07Rik","epoch3",0.18032502796015
"P4ha22","P4ha2","epoch3",0.130979487429494
"Mfap42","Mfap4","epoch3",0.498042137726494
"Pmp222","Pmp22","epoch3",-0.0755008932041085
"Myh102","Myh10","epoch3",0.284175733823086
"Hes72","Hes7","epoch3",2.99910157141478
"Trp532","Trp53","epoch3",-0.379390842848174
"Sox152","Sox15","epoch3",-0.301575809717178
"Cldn72","Cldn7","epoch3",-0.578841777356423
"Gabarap2","Gabarap","epoch3",0.223365456351767
"Eno32","Eno3","epoch3",-0.0667799445193099
"Pimreg2","Pimreg","epoch3",0.301352497028268
"Rab342","Rab34","epoch3",0.418517706996721
"Lhx1os2","Lhx1os","epoch3",0.374349929716276
"Car42","Car4","epoch3",-0.358686596155167
"Tex142","Tex14","epoch3",-0.22362320125103
"Vezf12","Vezf1","epoch3",-0.00640097807121018
"Cuedc12","Cuedc1","epoch3",-0.0843723568579425
"Mmd2","Mmd","epoch3",0.189191485228746
"Samd142","Samd14","epoch3",-0.108031223649564
"Hoxb92","Hoxb9","epoch3",-0.186707177118439
"Hoxb82","Hoxb8","epoch3",-0.0570326304954031
"Hoxb72","Hoxb7","epoch3",0.0691820674616358
"Hoxb62","Hoxb6","epoch3",0.224866965542669
"Hoxb52","Hoxb5","epoch3",0.741727205722228
"Hoxb42","Hoxb4","epoch3",1.03992121115975
"Hoxb32","Hoxb3","epoch3",0.575442543496256
"Hoxb22","Hoxb2","epoch3",1.08560580928284
"Hoxb12","Hoxb1","epoch3",2.90978583239991
"Prr15l2","Prr15l","epoch3",-0.183120369911194
"Mllt62","Mllt6","epoch3",-0.0529568260130675
"Cdc62","Cdc6","epoch3",-0.398570718891595
"Igfbp42","Igfbp4","epoch3",2.2168913282778
"Fzd22","Fzd2","epoch3",0.850997638524226
"Arhgap27os22","Arhgap27os2","epoch3",-0.204203173518181
"Wnt32","Wnt3","epoch3",-0.361638794774595
"Axin22","Axin2","epoch3",0.585929981392363
"Sox92","Sox9","epoch3",0.0529686458732771
"Slc9a3r12","Slc9a3r1","epoch3",0.721173036195662
"Rnf2132","Rnf213","epoch3",3.97194128580715
"Slc16a32","Slc16a3","epoch3",0.390252054547486
"Tex19.12","Tex19.1","epoch3",-0.453941851854324
"Gm463322","Gm46332","epoch3",-0.276518940925598
"Ubxn2a2","Ubxn2a","epoch3",-0.305468874942997
"Rhob2","Rhob","epoch3",-0.0266746217789857
"Mycn2","Mycn","epoch3",0.140513963551949
"Greb12","Greb1","epoch3",0.153846087825039
"Id22","Id2","epoch3",-0.313903451613758
"Sox112","Sox11","epoch3",0.293196201567417
"Cfl22","Cfl2","epoch3",0.489531691327853
"Baz1a2","Baz1a","epoch3",0.159241215690323
"Nfkbia2","Nfkbia","epoch3",-0.238083196560974
"Rpl10l2","Rpl10l","epoch3",-0.297061890363693
"Nin2","Nin","epoch3",0.018246811369191
"Trim92","Trim9","epoch3",0.420408559882123
"Rtn12","Rtn1","epoch3",0.300894813045211
"Gpx22","Gpx2","epoch3",-0.318355813622475
"Rab152","Rab15","epoch3",-0.21010490215343
"Zfp36l12","Zfp36l1","epoch3",-0.190341838675997
"Npc22","Npc2","epoch3",0.889312116267241
"Rps6kl12","Rps6kl1","epoch3",-0.264930080460465
"Foxn32","Foxn3","epoch3",0.444161127189822
"Gsc2","Gsc","epoch3",-0.245035993664161
"Tcl12","Tcl1","epoch3",-0.309825837612152
"Hsp90aa12","Hsp90aa1","epoch3",-0.570927383256671
"Ckb2","Ckb","epoch3",-0.821878342626049
"Akt12","Akt1","epoch3",0.439810050023801
"Ahnak22","Ahnak2","epoch3",-0.190274506807327
"Sdc12","Sdc1","epoch3",0.0352619425596102
"Pdia62","Pdia6","epoch3",-0.44962239532691
"Hpcal12","Hpcal1","epoch3",0.0926646906477602
"Pxdn2","Pxdn","epoch3",0.627601519874904
"Efcab102","Efcab10","epoch3",-0.184642134801201
"Twist12","Twist1","epoch3",1.00767841125312
"1110008L16Rik2","1110008L16Rik","epoch3",-0.401988915775133
"Klhdc22","Klhdc2","epoch3",0.360692502764837
"Tmx12","Tmx1","epoch3",0.281068900276137
"Dact12","Dact1","epoch3",1.14812431387279
"Syne22","Syne2","epoch3",-0.0447067501752273
"Susd62","Susd6","epoch3",-0.132271271684895
"Smoc12","Smoc1","epoch3",1.59393830208675
"Acot12","Acot1","epoch3",-0.622418471652529
"Esrrb2","Esrrb","epoch3",-0.237599243288455
"Chga2","Chga","epoch3",-0.211271039817644
"Eml12","Eml1","epoch3",0.114839682112569
"Dlk12","Dlk1","epoch3",0.167371895002282
"Adssl12","Adssl1","epoch3",0.716659806992697
"Crip22","Crip2","epoch3",-1.03799641067567
"Crip12","Crip1","epoch3",-0.762090443593004
"Pfkp2","Pfkp","epoch3",-0.323927429707154
"Zmynd112","Zmynd11","epoch3",0.257891961251912
"Hist1h1b2","Hist1h1b","epoch3",-0.360307146916571
"Hist1h1e2","Hist1h1e","epoch3",0.349253296204235
"Sox42","Sox4","epoch3",0.44559704038598
"Serpinb6a2","Serpinb6a","epoch3",-0.199466636971287
"Atxn12","Atxn1","epoch3",-0.184537276625633
"Card192","Card19","epoch3",-0.782115134208099
"Ror22","Ror2","epoch3",0.249666133652563
"Cltb2","Cltb","epoch3",-0.449721438081368
"Dbn12","Dbn1","epoch3",0.168654592707753
"H2afy3","H2afy","epoch3",0.5417025933933
"Gas12","Gas1","epoch3",0.070792719352302
"Ctsl2","Ctsl","epoch3",1.04902410604384
"Eprn2","Eprn","epoch3",-0.245852366089821
"Rhobtb32","Rhobtb3","epoch3",0.547204925354732
"Nr2f12","Nr2f1","epoch3",-0.171527558046839
"Vcan2","Vcan","epoch3",0.687642851601476
"F2rl12","F2rl1","epoch3",-0.448873348210169
"F2r2","F2r","epoch3",0.441835600356369
"Hexb2","Hexb","epoch3",-0.276709750254193
"Map1b2","Map1b","epoch3",-1.10870620377524
"Ccnb12","Ccnb1","epoch3",-0.282612243748229
"Erbin2","Erbin","epoch3",0.252295976099761
"Isl12","Isl1","epoch3",0.567946301206299
"Klf62","Klf6","epoch3",-0.422366304616646
"Gli32","Gli3","epoch3",0.317682291988445
"Hist1h2bc2","Hist1h2bc","epoch3",-0.176752178565316
"Foxq12","Foxq1","epoch3",-0.178351433056852
"Foxc12","Foxc1","epoch3",4.97083660441896
"Serpinb9b2","Serpinb9b","epoch3",-0.253637492656708
"Dsp2","Dsp","epoch3",0.280547736779503
"Jarid22","Jarid2","epoch3",-0.765104412506132
"Rbm242","Rbm24","epoch3",0.780908786732218
"Cks22","Cks2","epoch3",-0.240540386218092
"Gadd45g2","Gadd45g","epoch3",-0.00734844998173092
"Cplx22","Cplx2","epoch3",0.292198196701382
"Dapk12","Dapk1","epoch3",0.310676499472364
"Glrx2","Glrx","epoch3",-0.3869411116061
"Ssbp22","Ssbp2","epoch3",-0.179375763334658
"Serinc52","Serinc5","epoch3",-0.329910249165867
"Mtx32","Mtx3","epoch3",0.288768478061842
"Lncenc12","Lncenc1","epoch3",-0.384630627606226
"Foxd12","Foxd1","epoch3",-0.0443010025698206
"Serf12","Serf1","epoch3",-0.0659230723167243
"Elovl72","Elovl7","epoch3",-0.228642269968987
"Plk22","Plk2","epoch3",-0.212517957000629
"Ccno2","Ccno","epoch3",-0.246652230620384
"Emb2","Emb","epoch3",-0.779673860570335
"Fgf102","Fgf10","epoch3",0.00699511656294698
"Zfp5032","Zfp503","epoch3",0.71550983465884
"Fam25c2","Fam25c","epoch3",-0.327573984861374
"2610528A11Rik2","2610528A11Rik","epoch3",0.998150866964589
"Fam213a2","Fam213a","epoch3",-0.336148076083349
"Otx22","Otx2","epoch3",-0.553894560946071
"Ccnb1ip12","Ccnb1ip1","epoch3",-0.473071183847344
"Ndrg22","Ndrg2","epoch3",-0.32781192789907
"Slc7a72","Slc7a7","epoch3",-0.724672188739414
"Slc7a82","Slc7a8","epoch3",-0.250452518463135
"Phf11d2","Phf11d","epoch3",-0.337842375040054
"Tnfrsf192","Tnfrsf19","epoch3",0.552475342608016
"Gata42","Gata4","epoch3",-0.101689656467541
"Tdh2","Tdh","epoch3",-0.602043945504271
"Fzd32","Fzd3","epoch3",0.112919859102239
"Esco22","Esco2","epoch3",-0.332186358413943
"Ephx22","Ephx2","epoch3",-0.506692544273708
"Dpysl22","Dpysl2","epoch3",0.375702527452908
"Fgf172","Fgf17","epoch3",-0.405676519093306
"Rgcc2","Rgcc","epoch3",-0.197419062256813
"Pcdh82","Pcdh8","epoch3",0.771695559439452
"Dach12","Dach1","epoch3",0.906356926845468
"Spry22","Spry2","epoch3",0.0875106897539176
"Sox212","Sox21","epoch3",-0.403024596364602
"Zic52","Zic5","epoch3",-0.425957279603766
"Flnb2","Flnb","epoch3",-0.137196320554484
"Top2b2","Top2b","epoch3",0.604019738891941
"Nid22","Nid2","epoch3",0.128760015187056
"Kat6b2","Kat6b","epoch3",-0.44003302992686
"Zmiz12","Zmiz1","epoch3",0.400133210679759
"Il17rd2","Il17rd","epoch3",0.135378235951066
"Wnt5a2","Wnt5a","epoch3",0.54235073470551
"Gdf102","Gdf10","epoch3",0.0238297461815502
"Lgals32","Lgals3","epoch3",-0.227444120075392
"Rnase42","Rnase4","epoch3",0.124561221703239
"Rec82","Rec8","epoch3",-0.221351057291031
"Rnf172","Rnf17","epoch3",-0.432250618934631
"Clu2","Clu","epoch3",0.283107537290324
"Ebf22","Ebf2","epoch3",0.083609195507091
"Nefl2","Nefl","epoch3",-0.364331142733926
"Loxl22","Loxl2","epoch3",-0.150963949120563
"Tnfrsf10b2","Tnfrsf10b","epoch3",0.406583630520365
"Lpar62","Lpar6","epoch3",-0.234638339272984
"Tsc22d12","Tsc22d1","epoch3",0.0789350161085958
"Enox12","Enox1","epoch3",-0.354143142700195
"Klf52","Klf5","epoch3",-0.52822069240653
"Gpc62","Gpc6","epoch3",1.09592935702075
"Mbnl22","Mbnl2","epoch3",-0.297122272460357
"Farp12","Farp1","epoch3",0.0459420201571091
"Dnajc212","Dnajc21","epoch3",-0.677437422250438
"Basp12","Basp1","epoch3",0.625303762924412
"Trio2","Trio","epoch3",0.0864685628077258
"Enpp22","Enpp2","epoch3",-0.310205721336862
"Arc2","Arc","epoch3",-0.23328672349453
"Mfng2","Mfng","epoch3",-0.325412958860397
"Csnk1e2","Csnk1e","epoch3",0.613821457261625
"Cbx72","Cbx7","epoch3",-0.645645256923593
"Phf5a2","Phf5a","epoch3",-0.307913664485449
"Pmm12","Pmm1","epoch3",-0.720300218252384
"Cenpm2","Cenpm","epoch3",-0.400018454569837
"Naga2","Naga","epoch3",-0.0255104264487391
"A4galt2","A4galt","epoch3",-0.24333453696707
"Scube12","Scube1","epoch3",0.201694039546925
"Plxnb22","Plxnb2","epoch3",0.0224200150241023
"Kif21a2","Kif21a","epoch3",-0.599802173998045
"Yaf22","Yaf2","epoch3",0.462926403335903
"Prickle12","Prickle1","epoch3",0.109396923495376
"Slc38a42","Slc38a4","epoch3",0.48409831005594
"Col2a12","Col2a1","epoch3",-0.421282704498204
"Adcy62","Adcy6","epoch3",0.461268813065861
"Lima12","Lima1","epoch3",-0.462561536742293
"Smagp2","Smagp","epoch3",-0.62844232307828
"Fignl22","Fignl2","epoch3",0.552639101510463
"Itga52","Itga5","epoch3",0.0525070098431214
"Ppp1r1a2","Ppp1r1a","epoch3",-0.0461395884985509
"Oxct12","Oxct1","epoch3",-0.609270282016951
"Myo102","Myo10","epoch3",-0.848151042409565
"Laptm4b2","Laptm4b","epoch3",1.0433653027791
"Aard2","Aard","epoch3",-0.154330434358638
"Col14a12","Col14a1","epoch3",-0.00788959893195526
"Ptp4a32","Ptp4a3","epoch3",-0.0516359623035659
"Zfp412","Zfp41","epoch3",-0.109478113443955
"Grina2","Grina","epoch3",0.036287073896307
"Lgals12","Lgals1","epoch3",0.636561591259163
"H1f02","H1f0","epoch3",0.618979906744283
"Syngr12","Syngr1","epoch3",-0.468020737171173
"1700029P11Rik2","1700029P11Rik","epoch3",-0.200334814579591
"Sept32","Sept3","epoch3",0.0860651679660963
"Pim32","Pim3","epoch3",-0.2850800041165
"Pdzrn42","Pdzrn4","epoch3",-0.0238617554954861
"Tuba1c2","Tuba1c","epoch3",-0.160088689754839
"Acvr1b2","Acvr1b","epoch3",0.22523571939572
"Grasp2","Grasp","epoch3",0.869931073292442
"Krt72","Krt7","epoch3",-0.256249397993088
"Hoxc132","Hoxc13","epoch3",-0.160837382078171
"Hoxc102","Hoxc10","epoch3",-0.0828800897883332
"Hoxc92","Hoxc9","epoch3",-0.172274096180563
"Hoxc42","Hoxc4","epoch3",0.0896143647639648
"Ranbp12","Ranbp1","epoch3",0.139323111947464
"2510009E07Rik2","2510009E07Rik","epoch3",0.465508987074313
"Liph2","Liph","epoch3",-0.219489395618439
"Igf2bp22","Igf2bp2","epoch3",0.190962639920737
"Etv52","Etv5","epoch3",-0.495388078543803
"P3h22","P3h2","epoch3",-0.2740778028965
"Apod2","Apod","epoch3",-0.210206404328346
"Fam162a2","Fam162a","epoch3",0.134052390921051
"Pla1a2","Pla1a","epoch3",-0.215889408536579
"Boc2","Boc","epoch3",0.0783868477396343
"Dzip32","Dzip3","epoch3",0.285602776900582
"Bbx2","Bbx","epoch3",0.426033630400248
"Robo22","Robo2","epoch3",0.0562611811834833
"Nrip12","Nrip1","epoch3",0.073188198649365
"App2","App","epoch3",0.347857458112033
"2310043M15Rik2","2310043M15Rik","epoch3",-0.169047519564629
"Rpl39l2","Rpl39l","epoch3",-0.243093652569729
"Snn2","Snn","epoch3",0.200883696908536
"Cebpd2","Cebpd","epoch3",-0.294143611322279
"Cldn52","Cldn5","epoch3",-0.204450249671936
"Lpp2","Lpp","epoch3",0.545491465407869
"Ccdc502","Ccdc50","epoch3",0.363018576703642
"Hes12","Hes1","epoch3",-0.37771240565116
"Heg12","Heg1","epoch3",0.263695602183757
"Hspbap12","Hspbap1","epoch3",-0.516767744481078
"Fstl12","Fstl1","epoch3",0.0957075275440255
"Dppa42","Dppa4","epoch3",-0.592556800855243
"Dppa22","Dppa2","epoch3",-0.557262063026428
"Morc12","Morc1","epoch3",-0.438063298230586
"Cd472","Cd47","epoch3",-0.233061519653901
"Senp72","Senp7","epoch3",0.412206167112226
"Pros12","Pros1","epoch3",0.0403504540090976
"Robo12","Robo1","epoch3",0.0400139877329702
"Jam22","Jam2","epoch3",-0.22073787709941
"Il10rb2","Il10rb","epoch3",0.149906826408013
"Cbr32","Cbr3","epoch3",-0.195975365846053
"Ttc32","Ttc3","epoch3",0.508709256496766
"Ezr2","Ezr","epoch3",-1.32524497321118
"Qk2","Qk","epoch3",0.185665894993176
"Igf2r2","Igf2r","epoch3",0.352463897155679
"Acat22","Acat2","epoch3",-0.0748642065926738
"Dll12","Dll1","epoch3",3.65550696720248
"Tnfrsf12a2","Tnfrsf12a","epoch3",-0.338775365896847
"Ccnf2","Ccnf","epoch3",-0.15297081766893
"Metrn2","Metrn","epoch3",-0.0550506241295649
"Wfikkn12","Wfikkn1","epoch3",-0.0045726636181707
"Dusp12","Dusp1","epoch3",-0.133321125222289
"1700097N02Rik2","1700097N02Rik","epoch3",-0.452431786319484
"Hsf2bp2","Hsf2bp","epoch3",-0.428392320871353
"Zfp8112","Zfp811","epoch3",0.129489547532538
"Tubb52","Tubb5","epoch3",0.277025394303643
"H2-M52","H2-M5","epoch3",-0.218456745147705
"Slc29a12","Slc29a1","epoch3",-0.326242086234624
"Mymx2","Mymx","epoch3",-0.360022634267807
"Vegfa2","Vegfa","epoch3",0.317078693405442
"Ptk72","Ptk7","epoch3",0.516518197143855
"Foxp42","Foxp4","epoch3",-0.0427186204039532
"Rftn12","Rftn1","epoch3",1.4511794720007
"Dazl2","Dazl","epoch3",-0.203352153301239
"Plin32","Plin3","epoch3",-0.384030336676084
"Rfx22","Rfx2","epoch3",-0.206817526532256
"Efna52","Efna5","epoch3",0.294647096291832
"Tgif12","Tgif1","epoch3",-0.631176884083644
"Cdc42ep32","Cdc42ep3","epoch3",-0.14972065453944
"Hcfc1r12","Hcfc1r1","epoch3",-0.353881419798278
"Cldn62","Cldn6","epoch3",-0.56141636553018
"Crebrf2","Crebrf","epoch3",-0.205371119405912
"Mapk132","Mapk13","epoch3",-0.478419959545135
"Pim12","Pim1","epoch3",-0.450701041288836
"Dnah82","Dnah8","epoch3",-0.336912095546722
"Abcg12","Abcg1","epoch3",-0.31852975487709
"Myo1f2","Myo1f","epoch3",-0.173493057489395
"Platr172","Platr17","epoch3",-0.490307540349338
"H2-Ab12","H2-Ab1","epoch3",0.410249602535497
"Clic12","Clic1","epoch3",-0.0308009066173564
"Ddah22","Ddah2","epoch3",0.513843075331786
"Ddx39b2","Ddx39b","epoch3",0.194473655119984
"Psors1c22","Psors1c2","epoch3",-0.337831931917564
"Dhx162","Dhx16","epoch3",-0.542730319030259
"Zfp572","Zfp57","epoch3",-0.191709847553917
"Gm269172","Gm26917","epoch3",-0.180397616861307
"Gm424182","Gm42418","epoch3",-0.396701197423365
"Shd2","Shd","epoch3",0.138816886621973
"Crb32","Crb3","epoch3",-0.45982038974762
"Tnfsf92","Tnfsf9","epoch3",0.219807313836139
"Lama12","Lama1","epoch3",0.928832678691201
"Epb41l32","Epb41l3","epoch3",0.636101276978203
"Lbh2","Lbh","epoch3",-0.240625219500583
"Pkdcc2","Pkdcc","epoch3",-0.0926798358559608
"Epas12","Epas1","epoch3",-0.18494339287281
"Rhoq2","Rhoq","epoch3",0.0897673407326574
"Epcam2","Epcam","epoch3",-1.07936828875023
"Msh62","Msh6","epoch3",-0.440576715921254
"Zfp5212","Zfp521","epoch3",-0.0142059462225955
"Cdh22","Cdh2","epoch3",0.114761558563813
"Slc39a62","Slc39a6","epoch3",0.715263448331667
"Celf42","Celf4","epoch3",-0.12448769159939
"Nrep2","Nrep","epoch3",0.256703442529492
"Epb41l4a2","Epb41l4a","epoch3",-0.278632033454335
"Gfra32","Gfra3","epoch3",0.325413382895615
"Dnd12","Dnd1","epoch3",-0.423629373311996
"Taf72","Taf7","epoch3",-0.58653559981157
"Dpysl32","Dpysl3","epoch3",-0.51363540975296
"Spink12","Spink1","epoch3",-0.208998739719391
"Ppic2","Ppic","epoch3",0.17949464103288
"Zfp6082","Zfp608","epoch3",0.274890772674395
"Fbn22","Fbn2","epoch3",1.46365694118583
"Cdx12","Cdx1","epoch3",0.983790992394738
"Rnf1652","Rnf165","epoch3",-0.0399932560065518
"Setbp12","Setbp1","epoch3",0.18992810404819
"Tshz12","Tshz1","epoch3",1.31633568717086
"Bambi2","Bambi","epoch3",-0.0364677539986113
